project_id,project_name,state,district,subdivision,block,project_type,contractor,je_incharge,ae_incharge,original_cost_cr,original_duration_months,elapsed_months,cumulative_expenditure_cr,physical_progress_pct,delayed_milestones_count,revisions_count,land_acquisition_risk_score,material_inflation_idx,planned_progress_pct,schedule_variance_pct,spend_burn_rate,cost_overrun_pct,time_overrun_months
BHR_VAI_2026_1039,Railway Double Line & Track Electrification Work - Vaishali (Hajipur) West Block (Vaishali (Hajipur)),Bihar,Vaishali (Hajipur),Vaishali (Hajipur) Sadar Sub-Division,Vaishali (Hajipur) West Block,Railway Double Line & Track Electrification Work,Afcons Infrastructure,"Er. S. N. Pandey (Site Camp, Vaishali (Hajipur) West Block)","Er. Rajeshwar Prasad (Div Office, Vaishali (Hajipur))",1299.99,37,15,476.53,25.6,4,0,6.6,120.1,40.5,-14.9,31.77,43.7,27.0
BHR_DAR_2026_1040,Railway Overbridge (ROB) & Flyover Construction - Ghanshyampur (Darbhanga),Bihar,Darbhanga,Biraul Sub-Div,Ghanshyampur,Railway Overbridge (ROB) & Flyover Construction,L&T Infrastructure Limited,"Er. R. K. Singh (Site Camp, Ghanshyampur)","Er. K. K. Jha (Div Office, Darbhanga)",1235.98,49,10,196.97,13.0,3,1,9.1,110.8,20.4,-7.4,19.7,48.6,30.1
BHR_ARA_2026_1041,Railway Double Line & Track Electrification Work - Araria Rural Area (Araria),Bihar,Araria,Araria Rural Sub-Division,Araria Rural Area,Railway Double Line & Track Electrification Work,GVR Infra Projects,"Er. R. K. Singh (Site Camp, Araria Rural Area)","Er. M. P. Sinha (Div Office, Araria)",1726.0,56,26,752.53,38.1,2,0,9.2,114.4,46.4,-8.3,28.94,34.2,26.1
BHR_ARA_2026_1042,Urban Storm Drainage & Flood Embankment Protection - Araria Rural Area (Araria),Bihar,Araria,Araria Rural Sub-Division,Araria Rural Area,Urban Storm Drainage & Flood Embankment Protection,Tata Projects Ltd.,"Er. Manoj Tiwary (Site Camp, Araria Rural Area)","Er. K. K. Jha (Div Office, Araria)",2132.25,44,16,458.18,23.8,4,0,6.9,130.7,36.4,-12.5,28.64,46.9,27.6
BHR_KAT_2026_1043,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Katihar South Block (Katihar),Bihar,Katihar,Katihar Rural Sub-Division,Katihar South Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. R. K. Singh (Site Camp, Katihar South Block)","Er. M. P. Sinha (Div Office, Katihar)",2965.09,32,9,713.32,27.6,2,0,9.1,121.1,28.1,-0.5,79.26,37.6,25.6
BHR_BHA_2026_1044,Urban Storm Drainage & Flood Embankment Protection - Narayanpur (Bhagalpur),Bihar,Bhagalpur,Naugachia Sub-Div,Narayanpur,Urban Storm Drainage & Flood Embankment Protection,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Narayanpur)","Er. K. K. Jha (Div Office, Bhagalpur)",2673.03,39,37,2755.87,93.1,4,1,4.2,120.4,94.9,-1.8,74.48,44.8,24.3
BHR_MUZ_2026_1045,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Aurai (Muzaffarpur),Bihar,Muzaffarpur,Muzaffarpur West Sub-Div,Aurai,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,L&T Infrastructure Limited,"Er. Manoj Tiwary (Site Camp, Aurai)","Er. Rajeshwar Prasad (Div Office, Muzaffarpur)",1138.56,49,25,594.43,40.9,1,2,8.3,111.7,51.0,-10.2,23.78,60.1,31.8
BHR_SIT_2026_1046,National/State Highway 4-Lane Road Work - Sitamarhi Sadar (Sitamarhi),Bihar,Sitamarhi,Sitamarhi Sadar Sub-Division,Sitamarhi Sadar,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. Vikash Kumar (Site Camp, Sitamarhi Sadar)","Er. Rajeshwar Prasad (Div Office, Sitamarhi)",460.35,54,37,366.43,62.8,6,0,8.6,112.7,68.5,-5.7,9.9,44.9,37.3
BHR_KHA_2026_1047,Urban Storm Drainage & Flood Embankment Protection - Khagaria Rural Area (Khagaria),Bihar,Khagaria,Khagaria Rural Sub-Division,Khagaria Rural Area,Urban Storm Drainage & Flood Embankment Protection,Tata Projects Ltd.,"Er. Vikash Kumar (Site Camp, Khagaria Rural Area)","Er. Rajeshwar Prasad (Div Office, Khagaria)",3747.66,41,21,1693.64,39.7,1,1,9.0,111.2,51.2,-11.5,80.65,44.7,28.2
BHR_BAN_2026_1048,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Banka South Block (Banka),Bihar,Banka,Banka Rural Sub-Division,Banka South Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,L&T Infrastructure Limited,"Er. S. N. Pandey (Site Camp, Banka South Block)","Er. Rajeshwar Prasad (Div Office, Banka)",1793.28,53,9,276.98,13.6,0,1,5.4,114.7,17.0,-3.4,30.78,33.0,19.7
BHR_MAD_2026_1049,Urban Storm Drainage & Flood Embankment Protection - Madhubani North Block (Madhubani),Bihar,Madhubani,Madhubani Rural Sub-Division,Madhubani North Block,Urban Storm Drainage & Flood Embankment Protection,Bihar Dynamic Infra - Joint Venture,"Er. S. N. Pandey (Site Camp, Madhubani North Block)","Er. M. P. Sinha (Div Office, Madhubani)",165.96,47,21,67.14,46.3,3,0,3.6,127.7,44.7,1.6,3.2,27.3,15.3
BHR_KHA_2026_1050,Railway Double Line & Track Electrification Work - Khagaria South Block (Khagaria),Bihar,Khagaria,Khagaria Rural Sub-Division,Khagaria South Block,Railway Double Line & Track Electrification Work,Dilip Buildcon Ltd.,"Er. R. K. Singh (Site Camp, Khagaria South Block)","Er. Rajeshwar Prasad (Div Office, Khagaria)",581.42,56,19,137.67,22.5,4,0,8.5,123.2,33.9,-11.5,7.25,43.7,32.2
BHR_BEG_2026_1051,Railway Overbridge (ROB) & Flyover Construction - Begusarai North Block (Begusarai),Bihar,Begusarai,Begusarai Rural Sub-Division,Begusarai North Block,Railway Overbridge (ROB) & Flyover Construction,Patel Engineering,"Er. S. N. Pandey (Site Camp, Begusarai North Block)","Er. Sunil Verma (Div Office, Begusarai)",3238.8,45,4,143.79,3.3,1,1,4.7,127.8,8.9,-5.5,35.95,37.1,20.4
BHR_KIS_2026_1052,Railway Double Line & Track Electrification Work - Kishanganj North Block (Kishanganj),Bihar,Kishanganj,Kishanganj Rural Sub-Division,Kishanganj North Block,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Kishanganj North Block)","Er. K. K. Jha (Div Office, Kishanganj)",1986.75,39,37,1207.69,61.5,3,2,6.6,117.5,94.9,-33.4,32.64,72.2,46.7
BHR_JEH_2026_1053,Urban Storm Drainage & Flood Embankment Protection - Jehanabad South Block (Jehanabad),Bihar,Jehanabad,Jehanabad Rural Sub-Division,Jehanabad South Block,Urban Storm Drainage & Flood Embankment Protection,Afcons Infrastructure,"Er. Manoj Tiwary (Site Camp, Jehanabad South Block)","Er. Sunil Verma (Div Office, Jehanabad)",3725.98,54,12,925.45,22.2,2,1,5.5,126.8,22.2,0.0,77.12,45.4,19.4
BHR_NAW_2026_1054,Railway Overbridge (ROB) & Flyover Construction - Nawada East Block (Nawada),Bihar,Nawada,Nawada Sadar Sub-Division,Nawada East Block,Railway Overbridge (ROB) & Flyover Construction,GVR Infra Projects,"Er. A. K. Mishra (Site Camp, Nawada East Block)","Er. K. K. Jha (Div Office, Nawada)",3588.24,50,42,2068.06,62.3,1,2,4.1,135.7,84.0,-21.7,49.24,66.4,31.1
BHR_KAI_2026_1055,Urban Storm Drainage & Flood Embankment Protection - Kaimur West Block (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur West Block,Urban Storm Drainage & Flood Embankment Protection,NCC Limited,"Er. S. N. Pandey (Site Camp, Kaimur West Block)","Er. M. P. Sinha (Div Office, Kaimur)",1001.39,48,12,197.93,16.7,3,0,3.4,131.8,25.0,-8.3,16.49,35.3,18.5
BHR_PUR_2026_1056,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Purnia North Block (Purnia),Bihar,Purnia,Purnia Rural Sub-Division,Purnia North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. Vikash Kumar (Site Camp, Purnia North Block)","Er. M. P. Sinha (Div Office, Purnia)",2663.53,30,35,1760.21,58.5,4,1,3.1,128.6,100.0,-41.5,50.29,64.5,31.6
BHR_EAS_2026_1057,Urban Storm Drainage & Flood Embankment Protection - Harsidhi (East Champaran (Motihari)),Bihar,East Champaran (Motihari),Areraj Sub-Div,Harsidhi,Urban Storm Drainage & Flood Embankment Protection,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Harsidhi)","Er. K. K. Jha (Div Office, East Champaran (Motihari))",3724.72,48,46,2425.34,55.4,1,0,8.6,109.3,95.8,-40.4,52.72,46.3,29.0
BHR_SIW_2026_1058,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Siwan Central (Siwan),Bihar,Siwan,Siwan Sadar Sub-Division,Siwan Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Dilip Buildcon Ltd.,"Er. Manoj Tiwary (Site Camp, Siwan Central)","Er. M. P. Sinha (Div Office, Siwan)",279.28,49,43,195.99,70.2,1,2,5.3,126.8,87.8,-17.6,4.56,56.6,30.4
BHR_BHA_2026_1059,Railway Double Line & Track Electrification Work - Sabour (Bhagalpur),Bihar,Bhagalpur,Bhagalpur Sadar Sub-Div,Sabour,Railway Double Line & Track Electrification Work,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Sabour)","Er. M. P. Sinha (Div Office, Bhagalpur)",750.65,36,36,499.12,69.6,2,0,6.7,129.8,100.0,-30.4,13.86,54.1,22.7
BHR_KAT_2026_1060,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Katihar Central (Katihar),Bihar,Katihar,Katihar Sadar Sub-Division,Katihar Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Dilip Buildcon Ltd.,"Er. Manoj Tiwary (Site Camp, Katihar Central)","Er. M. P. Sinha (Div Office, Katihar)",955.52,41,30,799.58,57.8,2,3,7.0,132.0,73.2,-15.3,26.65,73.3,42.0
BHR_KAI_2026_1061,National/State Highway 4-Lane Road Work - Kaimur Sadar (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur Sadar,National/State Highway 4-Lane Road Work,Patel Engineering,"Er. Vikash Kumar (Site Camp, Kaimur Sadar)","Er. K. K. Jha (Div Office, Kaimur)",700.7,47,12,163.78,16.1,1,2,8.7,109.0,25.5,-9.4,13.65,57.2,37.5
BHR_ROH_2026_1062,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Rohtas Rural Area (Rohtas),Bihar,Rohtas,Rohtas Rural Sub-Division,Rohtas Rural Area,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Rohtas Rural Area)","Er. Rajeshwar Prasad (Div Office, Rohtas)",1005.46,33,9,323.58,27.1,0,0,5.7,137.0,27.3,-0.1,35.95,33.5,12.4
BHR_KAI_2026_1063,Urban Storm Drainage & Flood Embankment Protection - Kaimur West Block (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur West Block,Urban Storm Drainage & Flood Embankment Protection,L&T Infrastructure Limited,"Er. R. K. Singh (Site Camp, Kaimur West Block)","Er. K. K. Jha (Div Office, Kaimur)",3726.9,47,5,213.49,5.0,1,1,8.6,115.9,10.6,-5.7,42.7,40.9,30.1
BHR_BHO_2026_1064,Railway Double Line & Track Electrification Work - Bhojpur East Block (Bhojpur),Bihar,Bhojpur,Bhojpur Sadar Sub-Division,Bhojpur East Block,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. R. K. Singh (Site Camp, Bhojpur East Block)","Er. M. P. Sinha (Div Office, Bhojpur)",3182.8,37,21,1720.11,57.0,0,0,7.7,137.3,56.8,0.3,81.91,33.8,16.1
BHR_ROH_2026_1065,Railway Overbridge (ROB) & Flyover Construction - Rohtas Rural Area (Rohtas),Bihar,Rohtas,Rohtas Rural Sub-Division,Rohtas Rural Area,Railway Overbridge (ROB) & Flyover Construction,L&T Infrastructure Limited,"Er. A. K. Mishra (Site Camp, Rohtas Rural Area)","Er. Sunil Verma (Div Office, Rohtas)",3253.81,23,13,875.48,24.9,1,0,8.6,118.7,56.5,-31.7,67.34,39.8,27.3
BHR_SAM_2026_1066,National/State Highway 4-Lane Road Work - Samastipur Rural Area (Samastipur),Bihar,Samastipur,Samastipur Rural Sub-Division,Samastipur Rural Area,National/State Highway 4-Lane Road Work,L&T Infrastructure Limited,"Er. R. K. Singh (Site Camp, Samastipur Rural Area)","Er. Sunil Verma (Div Office, Samastipur)",3694.26,22,20,3201.1,72.5,5,1,4.3,125.5,90.9,-18.4,160.06,55.6,34.2
BHR_KAI_2026_1067,Railway Double Line & Track Electrification Work - Kaimur North Block (Kaimur),Bihar,Kaimur,Kaimur Rural Sub-Division,Kaimur North Block,Railway Double Line & Track Electrification Work,Afcons Infrastructure,"Er. S. N. Pandey (Site Camp, Kaimur North Block)","Er. K. K. Jha (Div Office, Kaimur)",3475.33,46,26,795.85,22.3,2,0,4.8,108.4,56.5,-34.2,30.61,35.6,26.0
BHR_SUP_2026_1068,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Supaul Central (Supaul),Bihar,Supaul,Supaul Sadar Sub-Division,Supaul Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Supaul Central)","Er. Sunil Verma (Div Office, Supaul)",2732.94,58,40,1552.08,60.4,3,1,3.3,136.5,69.0,-8.6,38.8,44.9,27.4
BHR_BHO_2026_1069,National/State Highway 4-Lane Road Work - Bhojpur Central (Bhojpur),Bihar,Bhojpur,Bhojpur Sadar Sub-Division,Bhojpur Central,National/State Highway 4-Lane Road Work,L&T Infrastructure Limited,"Er. A. K. Mishra (Site Camp, Bhojpur Central)","Er. K. K. Jha (Div Office, Bhojpur)",3101.9,25,27,2019.39,75.1,1,0,6.7,114.9,100.0,-24.9,74.79,29.8,23.7
BHR_SAM_2026_1070,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Samastipur Sadar (Samastipur),Bihar,Samastipur,Samastipur Sadar Sub-Division,Samastipur Sadar,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Afcons Infrastructure,"Er. Manoj Tiwary (Site Camp, Samastipur Sadar)","Er. Sunil Verma (Div Office, Samastipur)",2069.25,51,25,516.2,26.2,0,0,4.0,110.4,49.0,-22.9,20.65,32.2,11.7
BHR_JEH_2026_1071,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Jehanabad South Block (Jehanabad),Bihar,Jehanabad,Jehanabad Rural Sub-Division,Jehanabad South Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Jehanabad South Block)","Er. Sunil Verma (Div Office, Jehanabad)",179.63,56,45,109.87,54.3,4,0,8.7,113.1,80.4,-26.0,2.44,45.7,32.8
BHR_MUN_2026_1072,Railway Double Line & Track Electrification Work - Munger South Block (Munger),Bihar,Munger,Munger Rural Sub-Division,Munger South Block,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. Manoj Tiwary (Site Camp, Munger South Block)","Er. Sunil Verma (Div Office, Munger)",1722.21,24,23,1139.47,68.5,2,0,5.6,124.9,95.8,-27.3,49.54,39.1,23.9
BHR_BHO_2026_1073,Railway Overbridge (ROB) & Flyover Construction - Bhojpur South Block (Bhojpur),Bihar,Bhojpur,Bhojpur Rural Sub-Division,Bhojpur South Block,Railway Overbridge (ROB) & Flyover Construction,L&T Infrastructure Limited,"Er. R. K. Singh (Site Camp, Bhojpur South Block)","Er. K. K. Jha (Div Office, Bhojpur)",2764.47,49,39,2657.32,75.4,3,3,5.4,109.0,79.6,-4.2,68.14,70.3,36.2
BHR_SHE_2026_1074,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Sheikhpura Rural Area (Sheikhpura),Bihar,Sheikhpura,Sheikhpura Rural Sub-Division,Sheikhpura Rural Area,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Patel Engineering,"Er. Manoj Tiwary (Site Camp, Sheikhpura Rural Area)","Er. M. P. Sinha (Div Office, Sheikhpura)",1388.96,20,16,1290.34,64.2,1,3,4.2,123.3,80.0,-15.8,80.65,63.1,32.4
BHR_JEH_2026_1075,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Jehanabad North Block (Jehanabad),Bihar,Jehanabad,Jehanabad Rural Sub-Division,Jehanabad North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,L&T Infrastructure Limited,"Er. S. N. Pandey (Site Camp, Jehanabad North Block)","Er. Rajeshwar Prasad (Div Office, Jehanabad)",3797.25,28,35,2432.67,61.1,5,0,5.0,121.0,100.0,-38.9,69.5,48.5,34.6
BHR_PUR_2026_1076,Railway Double Line & Track Electrification Work - Purnia Sadar (Purnia),Bihar,Purnia,Purnia Sadar Sub-Division,Purnia Sadar,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. Vikash Kumar (Site Camp, Purnia Sadar)","Er. M. P. Sinha (Div Office, Purnia)",2579.2,52,44,1988.45,70.2,4,2,6.6,131.7,84.6,-14.4,45.19,69.5,39.8
BHR_DAR_2026_1077,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Alinagar (Darbhanga),Bihar,Darbhanga,Benipur Sub-Div,Alinagar,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. R. K. Singh (Site Camp, Alinagar)","Er. K. K. Jha (Div Office, Darbhanga)",1709.26,27,23,1144.82,56.4,0,0,5.4,109.6,85.2,-28.8,49.77,25.7,16.7
BHR_EAS_2026_1078,Urban Storm Drainage & Flood Embankment Protection - Adapur (East Champaran (Motihari)),Bihar,East Champaran (Motihari),Raxaul Sub-Div,Adapur,Urban Storm Drainage & Flood Embankment Protection,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Adapur)","Er. M. P. Sinha (Div Office, East Champaran (Motihari))",3270.97,57,11,267.74,7.3,7,0,3.9,122.6,19.3,-12.0,24.34,44.7,33.5
BHR_MAD_2026_1079,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Madhepura South Block (Madhepura),Bihar,Madhepura,Madhepura Rural Sub-Division,Madhepura South Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. R. K. Singh (Site Camp, Madhepura South Block)","Er. Sunil Verma (Div Office, Madhepura)",2202.53,27,21,1002.26,46.2,4,1,8.4,135.1,77.8,-31.6,47.73,75.9,44.5
BHR_LAK_2026_1080,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Lakhisarai North Block (Lakhisarai),Bihar,Lakhisarai,Lakhisarai Rural Sub-Division,Lakhisarai North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Lakhisarai North Block)","Er. Sunil Verma (Div Office, Lakhisarai)",1317.68,30,35,1431.56,98.0,3,1,7.6,137.9,100.0,-2.0,40.9,58.3,29.5
BHR_KAI_2026_1081,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Kaimur West Block (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur West Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Afcons Infrastructure,"Er. Vikash Kumar (Site Camp, Kaimur West Block)","Er. K. K. Jha (Div Office, Kaimur)",436.12,19,9,163.39,28.9,2,1,8.2,131.3,47.4,-18.5,18.15,51.5,33.4
BHR_ROH_2026_1082,Urban Storm Drainage & Flood Embankment Protection - Rohtas West Block (Rohtas),Bihar,Rohtas,Rohtas Sadar Sub-Division,Rohtas West Block,Urban Storm Drainage & Flood Embankment Protection,NCC Limited,"Er. Manoj Tiwary (Site Camp, Rohtas West Block)","Er. Sunil Verma (Div Office, Rohtas)",2610.87,33,34,2766.7,86.0,3,0,4.8,137.4,100.0,-14.0,81.37,40.3,23.7
BHR_BEG_2026_1083,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Begusarai Rural Area (Begusarai),Bihar,Begusarai,Begusarai Rural Sub-Division,Begusarai Rural Area,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Begusarai Rural Area)","Er. M. P. Sinha (Div Office, Begusarai)",2240.05,33,37,1041.87,45.2,3,1,5.9,133.9,100.0,-54.8,28.16,70.2,45.5
BHR_SAH_2026_1084,Urban Storm Drainage & Flood Embankment Protection - Saharsa East Block (Saharsa),Bihar,Saharsa,Saharsa Sadar Sub-Division,Saharsa East Block,Urban Storm Drainage & Flood Embankment Protection,Patel Engineering,"Er. A. K. Mishra (Site Camp, Saharsa East Block)","Er. Rajeshwar Prasad (Div Office, Saharsa)",1936.55,55,60,1469.48,76.3,1,0,4.4,127.6,100.0,-23.7,24.49,32.2,16.2
BHR_BHA_2026_1085,Railway Double Line & Track Electrification Work - Pirmapainti (Bhagalpur),Bihar,Bhagalpur,Kahalgaon Sub-Div,Pirmapainti,Railway Double Line & Track Electrification Work,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Pirmapainti)","Er. M. P. Sinha (Div Office, Bhagalpur)",3630.48,50,4,318.67,6.3,1,0,5.7,133.1,8.0,-1.7,79.67,28.4,13.0
BHR_BEG_2026_1086,National/State Highway 4-Lane Road Work - Begusarai West Block (Begusarai),Bihar,Begusarai,Begusarai Sadar Sub-Division,Begusarai West Block,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. Vikash Kumar (Site Camp, Begusarai West Block)","Er. Sunil Verma (Div Office, Begusarai)",2509.61,41,33,1064.94,35.5,3,0,6.9,132.9,80.5,-45.0,32.27,61.2,38.1
BHR_KIS_2026_1087,Urban Storm Drainage & Flood Embankment Protection - Kishanganj Rural Area (Kishanganj),Bihar,Kishanganj,Kishanganj Rural Sub-Division,Kishanganj Rural Area,Urban Storm Drainage & Flood Embankment Protection,GVR Infra Projects,"Er. Vikash Kumar (Site Camp, Kishanganj Rural Area)","Er. K. K. Jha (Div Office, Kishanganj)",1616.52,53,58,1245.49,67.0,3,0,8.6,117.9,100.0,-33.0,21.47,48.2,30.6
BHR_KHA_2026_1088,National/State Highway 4-Lane Road Work - Khagaria Central (Khagaria),Bihar,Khagaria,Khagaria Sadar Sub-Division,Khagaria Central,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. A. K. Mishra (Site Camp, Khagaria Central)","Er. K. K. Jha (Div Office, Khagaria)",1745.14,52,40,1222.74,55.4,3,1,5.9,134.7,76.9,-21.5,30.57,60.1,33.7
BHR_SHE_2026_1089,National/State Highway 4-Lane Road Work - Sheohar Central (Sheohar),Bihar,Sheohar,Sheohar Sadar Sub-Division,Sheohar Central,National/State Highway 4-Lane Road Work,Dilip Buildcon Ltd.,"Er. R. K. Singh (Site Camp, Sheohar Central)","Er. Rajeshwar Prasad (Div Office, Sheohar)",1349.98,49,8,251.9,17.0,2,0,7.6,137.3,16.3,0.6,31.49,37.8,20.4
BHR_ARW_2026_1090,Railway Overbridge (ROB) & Flyover Construction - Arwal West Block (Arwal),Bihar,Arwal,Arwal Sadar Sub-Division,Arwal West Block,Railway Overbridge (ROB) & Flyover Construction,L&T Infrastructure Limited,"Er. S. N. Pandey (Site Camp, Arwal West Block)","Er. Sunil Verma (Div Office, Arwal)",239.17,46,28,143.32,51.6,2,1,3.6,126.6,60.9,-9.3,5.12,48.6,25.5
BHR_SAR_2026_1091,Railway Overbridge (ROB) & Flyover Construction - Saran (Chhapra) North Block (Saran (Chhapra)),Bihar,Saran (Chhapra),Saran (Chhapra) Rural Sub-Division,Saran (Chhapra) North Block,Railway Overbridge (ROB) & Flyover Construction,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Saran (Chhapra) North Block)","Er. M. P. Sinha (Div Office, Saran (Chhapra))",720.12,55,51,630.01,71.2,3,0,3.4,130.4,92.7,-21.6,12.35,33.2,22.0
BHR_DAR_2026_1092,National/State Highway 4-Lane Road Work - Alinagar (Darbhanga),Bihar,Darbhanga,Benipur Sub-Div,Alinagar,National/State Highway 4-Lane Road Work,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Alinagar)","Er. Rajeshwar Prasad (Div Office, Darbhanga)",258.81,22,27,352.12,98.0,2,1,9.0,118.8,100.0,-2.0,13.04,47.5,32.4
BHR_SHE_2026_1093,Railway Double Line & Track Electrification Work - Sheohar Central (Sheohar),Bihar,Sheohar,Sheohar Sadar Sub-Division,Sheohar Central,Railway Double Line & Track Electrification Work,Afcons Infrastructure,"Er. R. K. Singh (Site Camp, Sheohar Central)","Er. Rajeshwar Prasad (Div Office, Sheohar)",2560.55,19,24,1441.26,48.1,5,0,4.9,120.0,100.0,-51.9,60.05,59.3,41.0
BHR_SHE_2026_1094,Railway Double Line & Track Electrification Work - Sheohar Central (Sheohar),Bihar,Sheohar,Sheohar Sadar Sub-Division,Sheohar Central,Railway Double Line & Track Electrification Work,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Sheohar Central)","Er. M. P. Sinha (Div Office, Sheohar)",2708.58,46,21,1149.98,29.9,3,0,4.3,112.3,45.7,-15.7,54.76,33.2,17.7
BHR_GAY_2026_1095,Urban Storm Drainage & Flood Embankment Protection - Paraiya (Gaya),Bihar,Gaya,Tekari Sub-Div,Paraiya,Urban Storm Drainage & Flood Embankment Protection,Afcons Infrastructure,"Er. R. K. Singh (Site Camp, Paraiya)","Er. Rajeshwar Prasad (Div Office, Gaya)",3478.74,59,11,460.32,11.2,3,0,5.8,115.8,18.6,-7.4,41.85,31.4,21.2
BHR_GAY_2026_1096,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Bathani (Gaya),Bihar,Gaya,Neemchak Bathani Sub-Div,Bathani,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,NCC Limited,"Er. Manoj Tiwary (Site Camp, Bathani)","Er. Rajeshwar Prasad (Div Office, Gaya)",739.63,32,28,644.44,87.3,2,2,3.3,127.8,87.5,-0.2,23.02,49.9,25.7
BHR_ROH_2026_1097,National/State Highway 4-Lane Road Work - Rohtas East Block (Rohtas),Bihar,Rohtas,Rohtas Sadar Sub-Division,Rohtas East Block,National/State Highway 4-Lane Road Work,Afcons Infrastructure,"Er. A. K. Mishra (Site Camp, Rohtas East Block)","Er. Rajeshwar Prasad (Div Office, Rohtas)",538.95,24,12,351.15,45.6,2,0,5.1,137.5,50.0,-4.4,29.26,34.5,15.5
BHR_ARW_2026_1098,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Arwal North Block (Arwal),Bihar,Arwal,Arwal Rural Sub-Division,Arwal North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Tata Projects Ltd.,"Er. Manoj Tiwary (Site Camp, Arwal North Block)","Er. K. K. Jha (Div Office, Arwal)",785.28,21,23,669.95,78.8,0,2,5.6,125.7,100.0,-21.2,29.13,55.4,31.9
